<<<<<<< HEAD
timestamp,cpu_usage,memory_usage,response_time,error_count,failure,root_cause,cpu_ma,memory_ma,response_ma,error_ma,cpu_std,memory_std,response_std,cpu_change,memory_change,response_change,error_change,cpu_lag1,cpu_lag2,memory_lag1,memory_lag2,response_lag1,response_lag2,error_lag1,error_lag2,anomaly_label,anomaly_score,failure_probability,predicted_failure,predicted_root_cause,alert_status,recommended_action,auto_resolution,resolution_playbook,resolution_confidence,can_auto_execute
2025-01-01 00:04:00,43.6,3.67,140.53,1,0,NORMAL,47.756,3.998,185.408,0.6,4.249215221661524,0.3265271811044219,49.7922541164788,-10.54,-0.4900000000000002,-115.73999999999998,0.0,54.14,48.89,4.16,4.3,256.27,156.52,1.0,0.0,0,0.18565294193205656,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 02:01:00,39.54,4.17,167.62,0,0,NORMAL,45.73,4.368,207.806,0.6,6.446886845602312,0.1310343466424068,55.34279835714849,-10.21,-0.29,-14.460000000000008,0.0,49.75,49.51,4.46,4.51,182.08,187.65,0.0,1.0,0,0.1797296458773947,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:02:00,53.42,4.06,237.21,3,0,NORMAL,48.816,4.311999999999999,215.91,1.2,5.42818846393532,0.19175505208469,56.2671240601472,13.880000000000004,-0.1100000000000003,69.59,3.0,39.54,49.75,4.17,4.46,167.62,182.08,0.0,0.0,0,0.15751951746200543,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:03:00,36.59,3.96,190.94,1,0,NORMAL,45.762,4.232,193.1,1.0,7.270410579877875,0.2432488437793727,26.22370587846044,-16.83,-0.0999999999999996,-46.27000000000001,-2.0,53.42,39.54,4.06,4.17,237.21,167.62,3.0,0.0,0,0.16301854818162165,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:04:00,48.52,3.55,167.53,1,0,NORMAL,45.56400000000001,4.04,189.076,1.0,7.155391673416636,0.3317378483079682,28.69621281632824,11.93,-0.4100000000000001,-23.41,0.0,36.59,53.42,3.96,4.06,190.94,237.21,1.0,3.0,0,0.18365564165349074,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:05:00,58.14,3.83,266.07,0,0,NORMAL,47.242,3.914,205.874,1.0,9.101555910941835,0.2390188277102868,44.05155649917489,9.619999999999996,0.2800000000000002,98.54,-1.0,48.52,36.59,3.55,3.96,167.53,190.94,1.0,1.0,0,0.1652467836564787,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:06:00,39.06,2.98,270.98,2,0,NORMAL,47.146,3.676,226.546,1.4,9.205046442033863,0.4336242613138688,45.82827544213281,-19.08,-0.8500000000000001,4.910000000000025,2.0,58.14,48.52,3.83,3.55,266.07,167.53,0.0,1.0,0,0.14885473421397066,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:07:00,41.6,3.94,169.98,1,0,NORMAL,44.782,3.652,213.1,1.0,8.694597172957472,0.409719416186246,51.436709167675154,2.539999999999999,0.96,-101.00000000000004,-1.0,39.06,58.14,2.98,3.83,270.98,266.07,2.0,0.0,0,0.16565554215197587,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:08:00,45.6,3.41,106.67,0,0,NORMAL,46.584,3.5420000000000003,196.246,0.8,7.411280591098966,0.3790382566443623,70.70879174473286,4.0,-0.5299999999999998,-63.30999999999999,-1.0,41.6,39.06,3.94,2.98,169.98,270.98,1.0,2.0,0,0.16754739360644133,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:09:00,41.98,3.34,250.38,0,0,NORMAL,45.276,3.5,212.816,0.6,7.559806875840158,0.3894226495724115,71.9930373716792,-3.620000000000005,-0.0700000000000002,143.70999999999998,0.0,45.6,41.6,3.41,3.94,106.67,169.98,0.0,1.0,0,0.16525778665282187,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:10:00,35.7,4.11,165.77,2,0,NORMAL,40.788,3.556,192.75600000000003,1.0,3.6779505162521904,0.4620930642197496,67.26312013280385,-6.279999999999994,0.7700000000000005,-84.60999999999999,2.0,41.98,45.6,3.34,3.41,250.38,106.67,0.0,0.0,0,0.15946153025387644,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:11:00,45.41,4.84,239.53,1,0,NORMAL,42.058,3.928,186.466,0.8,4.013155865400678,0.6080871648045205,59.09378503700709,9.709999999999994,0.7299999999999995,73.75999999999999,-1.0,35.7,41.98,4.11,3.34,165.77,250.38,2.0,0.0,0,0.17564012772132626,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:12:00,38.63,4.55,101.49,1,0,NORMAL,41.464,4.05,172.768,0.8,4.306939748823961,0.6692159591641557,70.67400172623599,-6.779999999999994,-0.29,-138.04000000000002,0.0,45.41,35.7,4.84,4.11,239.53,165.77,1.0,2.0,0,0.1697648889548345,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:13:00,47.84,3.06,244.63,2,0,NORMAL,41.912,3.98,200.36,1.2,4.917882674485012,0.7644278906476402,65.13038307886728,9.21,-1.4899999999999998,143.14,1.0,38.63,45.41,4.55,4.84,101.49,239.53,1.0,1.0,0,0.16633265972877126,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:14:00,39.48,3.41,139.44,0,0,NORMAL,41.412,3.994,178.17200000000005,1.2,5.034934954892647,0.750286611902412,62.68089118702768,-8.360000000000007,0.3500000000000001,-105.19,-2.0,47.84,38.63,3.06,4.55,244.63,101.49,2.0,1.0,0,0.16890414537013193,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:15:00,54.3,4.56,236.54,2,0,NORMAL,45.132,4.0840000000000005,192.326,1.2,6.435912522711924,0.7934292659084369,67.02035459470505,14.82,1.1499999999999997,97.1,2.0,39.48,47.84,3.41,3.06,139.44,244.63,0.0,2.0,0,0.15403609439544785,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:16:00,40.3,3.41,200.71,0,0,NORMAL,44.11,3.798000000000001,184.562,1.0,6.77739625520008,0.7056698944974192,62.26473134929599,-14.0,-1.1499999999999997,-35.829999999999984,-2.0,54.3,39.48,4.56,3.41,236.54,139.44,2.0,0.0,0,0.16554196102577817,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:17:00,43.07,3.87,152.3,0,0,NORMAL,44.998000000000005,3.662,194.724,0.8,6.140864759950357,0.578593121286451,47.77848710455368,2.770000000000003,0.4599999999999999,-48.41,0.0,40.3,54.3,3.41,4.56,200.71,236.54,0.0,2.0,0,0.18321354953812824,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:18:00,49.88,4.33,179.65,1,0,NORMAL,45.406,3.916,181.728,0.6,6.437497961164742,0.5244806955456032,38.80487044173712,6.810000000000002,0.4599999999999999,27.349999999999994,1.0,43.07,40.3,3.87,3.41,152.3,200.71,0.0,0.0,0,0.19035465357269726,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:19:00,37.61,3.42,234.32,2,0,NORMAL,45.032,3.918,200.704,1.0,6.905184284289606,0.5220823689802211,36.05715088578134,-12.270000000000003,-0.91,54.66999999999999,1.0,49.88,43.07,4.33,3.87,179.65,152.3,1.0,0.0,0,0.18250514432279308,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:20:00,46.36,4.06,205.29,0,0,NORMAL,43.444,3.818,194.454,0.6,4.84730131103896,0.4025791847574825,30.58583217766034,8.75,0.6399999999999997,-29.03,-2.0,37.61,49.88,3.42,4.33,234.32,179.65,2.0,1.0,0,0.18451183191348047,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:21:00,52.84,3.2,229.22,1,0,NORMAL,45.952000000000005,3.776,200.156,0.8,5.935804073586012,0.4623094201938772,34.45629739249419,6.480000000000004,-0.8599999999999994,23.930000000000007,1.0,46.36,37.61,4.06,3.42,205.29,234.32,0.0,2.0,0,0.18012677889260698,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:22:00,35.36,3.64,298.82,1,0,NORMAL,44.41,3.73,229.46,1.0,7.6310353163905695,0.4620606020859154,44.44016145335208,-17.480000000000004,0.4399999999999999,69.6,0.0,52.84,46.36,3.2,4.06,229.22,205.29,1.0,0.0,0,0.16331691864714332,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:23:00,46.11,4.19,121.79,1,0,NORMAL,43.656,3.702,217.888,1.0,7.124909122227457,0.4188317084462428,63.91781574803695,10.75,0.5500000000000003,-177.02999999999997,0.0,35.36,52.84,3.64,3.2,298.82,229.22,1.0,1.0,0,0.16248210825230508,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:24:00,46.56,3.04,280.86,1,0,NORMAL,45.446000000000005,3.626,227.196,0.8,6.303092891589039,0.5078188653447191,70.00752909509092,0.4500000000000028,-1.1500000000000004,159.07,0.0,46.11,35.36,4.19,3.64,121.79,298.82,1.0,1.0,0,0.1576648212766656,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:25:00,49.69,4.26,205.22,0,0,NORMAL,46.112,3.666,227.182,0.8,6.593069846437268,0.5561294813260651,70.01301179066647,3.1299999999999955,1.2199999999999998,-75.64000000000001,-1.0,46.56,46.11,3.04,4.19,280.86,121.79,1.0,1.0,0,0.17706065336532018,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:26:00,37.58,3.99,155.06,4,0,NORMAL,43.06,3.824,212.35,1.4,6.221531162021126,0.5000299991000534,76.98177641494124,-12.11,-0.2699999999999996,-50.16,4.0,49.69,46.56,4.26,3.04,205.22,280.86,0.0,1.0,0,0.15414584283004834,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:27:00,37.08,4.33,133.48,1,0,NORMAL,43.404,3.9620000000000006,179.282,1.4,5.71639134419609,0.5308201201913887,65.1550621210663,-0.5,0.3399999999999998,-21.580000000000013,-3.0,37.58,49.69,3.99,4.26,155.06,205.22,4.0,0.0,0,0.16902427994879804,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:28:00,48.13,4.13,190.54,1,0,NORMAL,43.808,3.95,193.032,1.4,6.018826297543406,0.5250238089839357,56.69397781069879,11.050000000000004,-0.2000000000000001,57.06,0.0,37.08,37.58,4.33,3.99,133.48,155.06,1.0,4.0,0,0.17768340908654828,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:29:00,46.78,4.82,246.08,0,0,NORMAL,43.852,4.306,186.076,1.2,6.044722491562377,0.3153252289303898,43.918195318113966,-1.3500000000000014,0.6900000000000004,55.54000000000002,-1.0,48.13,37.08,4.13,4.33,190.54,133.48,1.0,1.0,0,0.19194287105175295,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:30:00,46.5,4.08,193.62,0,0,NORMAL,43.214,4.2700000000000005,183.756,1.2,5.40946208046604,0.3317378483079712,42.949792548975225,-0.2800000000000011,-0.7400000000000002,-52.46000000000001,0.0,46.78,48.13,4.82,4.13,246.08,190.54,0.0,1.0,0,0.1960169808366501,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:31:00,47.08,3.74,275.56,1,0,NORMAL,45.114,4.220000000000001,207.856,0.6,4.533296813578426,0.3969256857397896,54.95271312683301,0.5799999999999983,-0.3399999999999998,81.94,1.0,46.5,46.78,4.08,4.82,193.62,246.08,0.0,0.0,0,0.19556798016348098,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:32:00,40.92,4.07,127.44,1,0,NORMAL,45.882,4.168,206.648,0.6,2.841587584432414,0.3959419149319783,57.023789070878166,-6.159999999999997,0.33,-148.12,0.0,47.08,46.5,3.74,4.08,275.56,193.62,1.0,0.0,0,0.18468350361688096,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:33:00,46.39,4.33,199.4,0,0,NORMAL,45.534000000000006,4.208,208.42,0.4,2.5931409525901934,0.4012106678541863,56.53365369406089,5.469999999999999,0.2599999999999998,71.96000000000001,-1.0,40.92,47.08,4.07,3.74,127.44,275.56,1.0,1.0,0,0.18931992968502914,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:34:00,46.76,4.03,137.38,1,0,NORMAL,45.53,4.05,186.68,0.6,2.590752786353876,0.2098809186181563,59.2652596383413,0.3699999999999974,-0.2999999999999998,-62.02000000000001,1.0,46.39,40.92,4.33,4.07,199.4,127.44,0.0,1.0,0,0.1836093417970054,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:35:00,40.71,4.02,218.18,2,0,NORMAL,44.372,4.038,191.592,1.0,3.2570953317335003,0.2094516650685812,60.977314798210045,-6.049999999999997,-0.0100000000000006,80.80000000000001,1.0,46.76,46.39,4.03,4.33,137.38,199.4,1.0,0.0,0,0.1826213407700411,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:36:00,56.19,3.58,244.34,2,0,NORMAL,46.194,4.006,185.348,1.2,6.288245383252827,0.2698703392371993,51.01401885756509,15.479999999999997,-0.4399999999999995,26.16,0.0,40.71,46.76,4.02,4.03,218.18,137.38,2.0,1.0,0,0.17537435248337357,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:37:00,47.84,3.6,178.96,2,0,NORMAL,47.578,3.912,195.652,1.4,5.556192041317575,0.3193274181776451,40.51644258816419,-8.349999999999994,0.02,-65.38,0.0,56.19,40.71,3.58,4.02,244.34,218.18,2.0,2.0,0,0.18247288178837168,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:38:00,37.85,3.16,69.79,0,0,NORMAL,45.870000000000005,3.678,169.73,1.4,7.108470299579259,0.3622430123549656,68.98147142530382,-9.990000000000002,-0.4399999999999999,-109.17,-2.0,47.84,56.19,3.6,3.58,178.96,244.34,2.0,2.0,0,0.15335187716730408,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:39:00,48.94,5.05,209.95,0,0,NORMAL,46.306,3.8819999999999992,184.244,1.2,7.242301429794297,0.720291607614583,68.10216318150258,11.089999999999996,1.89,140.15999999999997,0.0,37.85,47.84,3.16,3.6,69.79,178.96,0.0,2.0,0,0.1552680912762247,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:40:00,39.15,3.25,221.84,0,0,NORMAL,45.99399999999999,3.728,184.976,0.8,7.569843459411857,0.7643755621420663,68.57613746778105,-9.79,-1.7999999999999998,11.890000000000017,0.0,48.94,37.85,5.05,3.16,209.95,69.79,0.0,0.0,0,0.1420741567853812,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:41:00,49.72,3.58,220.21,1,0,NORMAL,44.7,3.728,180.15,0.6,5.717573786143929,0.7643755621420663,64.05397216410552,10.57,0.33,-1.6299999999999957,1.0,39.15,48.94,3.25,5.05,221.84,209.95,0.0,0.0,0,0.1743325266263422,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:42:00,51.95,3.57,261.79,0,0,NORMAL,45.522000000000006,3.722,196.716,0.2,6.520871874220534,0.7657480003238663,73.6599571001776,2.230000000000004,-0.0100000000000002,41.58000000000001,-1.0,49.72,39.15,3.58,3.25,220.21,221.84,1.0,0.0,0,0.17037869409692097,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:43:00,40.08,4.54,146.45,3,0,NORMAL,45.968,3.998,212.048,0.8,5.912873244032932,0.7612292690116436,41.66613516994352,-11.870000000000005,0.9700000000000002,-115.34000000000005,3.0,51.95,49.72,3.57,3.58,261.79,220.21,0.0,1.0,0,0.16697152983705804,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:44:00,50.78,3.82,234.01,0,0,NORMAL,46.336,3.752,216.86,0.8,6.194629125298835,0.4848401798531142,42.73879502278935,10.700000000000005,-0.7200000000000002,87.56,-3.0,40.08,51.95,4.54,3.57,146.45,261.79,3.0,0.0,0,0.1612224334736448,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:45:00,47.48,4.75,259.63,1,0,NORMAL,48.002,4.052,224.41800000000003,1.0,4.724565588496043,0.5554907740007944,46.97146495479998,-3.3000000000000043,0.9300000000000002,25.620000000000005,1.0,50.78,40.08,3.82,4.54,234.01,146.45,0.0,3.0,0,0.1884818263582949,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:46:00,49.93,3.6,111.07,2,0,NORMAL,48.044,4.056,202.59,1.2,4.744547396749344,0.5512984672570762,69.41366580148326,2.450000000000003,-1.15,-148.56,1.0,47.48,50.78,4.75,3.82,259.63,234.01,1.0,0.0,0,0.17885778327728064,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:47:00,56.38,4.17,215.98,1,0,NORMAL,48.93,4.176,193.428,1.4,5.9234702666596695,0.4797186675542263,62.30563553965249,6.450000000000003,0.5699999999999998,104.91,-1.0,49.93,47.48,3.6,4.75,111.07,259.63,2.0,1.0,0,0.17874968275763026,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:48:00,43.53,3.5,174.79,2,0,NORMAL,49.62,3.968000000000001,199.096,1.2,4.7118733005038775,0.5071193153489632,58.11148836503851,-12.85,-0.6699999999999999,-41.19,1.0,56.38,49.93,4.17,3.6,215.98,111.07,1.0,2.0,0,0.17604802018156568,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:49:00,40.48,5.29,195.92,1,0,NORMAL,47.56,4.2620000000000005,191.478,1.4,6.119293259846342,0.7619514420223922,54.79213054809976,-3.0500000000000043,1.79,21.129999999999995,-1.0,43.53,56.38,3.5,4.17,174.79,215.98,2.0,1.0,0,0.17066952370491928,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:50:00,39.66,3.29,217.38,1,0,NORMAL,45.996,3.97,183.028,1.4,7.070292073174949,0.8066287869894063,43.81185992399784,-0.8200000000000003,-2.0,21.460000000000008,0.0,40.48,43.53,5.29,3.5,195.92,174.79,1.0,2.0,0,0.16662290617156295,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:51:00,40.11,4.19,175.64,2,0,NORMAL,44.032,4.088,195.942,1.4,7.068208401002342,0.7817416453023351,20.74058870909904,0.4500000000000028,0.9000000000000004,-41.74000000000001,1.0,39.66,40.48,3.29,5.29,217.38,195.92,1.0,1.0,0,0.17579275782209536,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:52:00,44.54,4.38,166.21,3,0,NORMAL,41.664,4.130000000000001,185.988,1.8,2.2128104301994647,0.7928114529949741,20.662453145742607,4.43,0.1899999999999995,-9.429999999999978,1.0,40.11,39.66,4.19,3.29,175.64,217.38,2.0,1.0,0,0.16653632801254703,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:53:00,47.05,4.25,201.71,1,0,NORMAL,42.368,4.279999999999999,191.372,1.6,3.264777174632243,0.7104927867332664,20.52191925722366,2.509999999999998,-0.1299999999999999,35.5,-2.0,44.54,40.11,4.38,4.19,166.21,175.64,3.0,2.0,0,0.18240663449892963,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:54:00,46.66,3.89,145.64,1,0,NORMAL,43.604,4.0,181.316,1.6,3.53034417585594,0.4356604182158413,28.503124916401887,-0.3900000000000005,-0.3599999999999999,-56.07000000000002,0.0,47.05,44.54,4.25,4.38,201.71,166.21,1.0,3.0,0,0.1901697048270038,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:55:00,49.96,3.92,145.71,0,0,NORMAL,45.664,4.126,166.982,1.4,3.65646413902836,0.2133775995740935,23.39642002529476,3.3000000000000043,0.0299999999999998,0.0700000000000216,-1.0,46.66,47.05,3.89,4.25,145.64,201.71,1.0,1.0,0,0.18480922757268253,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:56:00,45.08,4.03,233.97,1,0,NORMAL,46.658,4.093999999999999,178.648,1.2,2.1232569321682737,0.2133775995740931,38.47571727726476,-4.880000000000003,0.1100000000000003,88.25999999999999,1.0,49.96,46.66,3.92,3.89,145.71,145.64,0.0,1.0,0,0.1759330511491643,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:57:00,53.72,3.91,142.56,1,0,NORMAL,48.49399999999999,4.0,173.91799999999998,0.8,3.411902694978426,0.1500000000000056,41.70521154484187,8.64,-0.1200000000000001,-91.41,0.0,45.08,49.96,4.03,3.92,233.97,145.71,1.0,0.0,0,0.175082598273628,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:58:00,43.41,4.58,233.32,2,0,NORMAL,47.766,4.066,180.24,1.0,4.113280928893731,0.2924551247627607,48.76900296294778,-10.310000000000002,0.6699999999999999,90.76,1.0,53.72,45.08,3.91,4.03,142.56,233.97,1.0,1.0,0,0.1836837259078924,0.0,0,NORMAL,OK,No action needed
2025-01-01 02:59:00,61.32,5.33,223.13,0,0,NORMAL,50.698,4.354,195.738,0.8,7.196889605934049,0.6111710071657545,47.31573385249355,17.910000000000004,0.75,-10.189999999999998,-2.0,43.41,53.72,4.58,3.91,233.32,142.56,2.0,1.0,0,0.15335694735650657,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:00:00,48.75,3.67,113.71,1,0,NORMAL,50.456,4.304,189.338,1.0,7.248070777800221,0.6635359824455659,56.95635759070279,-12.57,-1.66,-109.42,1.0,61.32,43.41,5.33,4.58,223.13,233.32,0.0,2.0,0,0.15286722190033353,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:01:00,39.86,3.18,166.12,3,0,NORMAL,49.41199999999999,4.134,175.76799999999997,1.4,8.486198795691818,0.8373947695083852,51.48408074346875,-8.89,-0.4899999999999997,52.41000000000001,2.0,48.75,61.32,3.67,5.33,113.71,223.13,1.0,0.0,0,0.13659590258307652,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:02:00,38.57,3.95,259.71,2,0,NORMAL,46.38199999999999,4.142,199.198,1.6,9.2350944770479,0.8349071804697822,58.73905404413664,-1.2899999999999991,0.77,93.58999999999996,-1.0,39.86,48.75,3.18,3.67,166.12,113.71,3.0,1.0,0,0.16677480973817943,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:03:00,47.89,5.55,150.94,2,0,NORMAL,47.278000000000006,4.336,182.722,1.6,9.090861895332084,1.047702247778443,58.32738782081715,9.32,1.5999999999999996,-108.76999999999998,0.0,38.57,39.86,3.95,3.18,259.71,166.12,2.0,3.0,0,0.13923661058112863,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:04:00,43.66,3.52,176.78,2,0,NORMAL,43.746,3.974,173.452,2.0,4.585632998834517,0.9237586264820488,53.80792943423869,-4.230000000000004,-2.03,25.840000000000003,0.0,47.89,38.57,5.55,3.95,150.94,259.71,2.0,2.0,0,0.15518262329785504,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:05:00,49.28,4.98,223.1,1,0,NORMAL,43.852,4.236,195.33,2.0,4.733948668923236,0.9987141733248815,44.95485513267735,5.6200000000000045,1.4600000000000004,46.31999999999999,-1.0,43.66,47.89,3.52,5.55,176.78,150.94,2.0,2.0,0,0.16058673287690733,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:06:00,47.84,5.01,239.17,1,0,NORMAL,45.448,4.601999999999999,209.94,1.6,4.383864733314708,0.8372395117288739,44.95891735796141,-1.4399999999999975,0.0299999999999993,16.069999999999993,0.0,49.28,43.66,4.98,3.52,223.1,176.78,1.0,2.0,0,0.18031571551969122,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:07:00,44.56,3.67,187.42,0,0,NORMAL,46.646,4.545999999999999,195.482,1.2,2.407214157485933,0.8988492643374655,35.6024777227654,-3.280000000000001,-1.34,-51.75,-1.0,47.84,49.28,5.01,4.98,239.17,223.1,1.0,1.0,0,0.16780830265398655,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:08:00,39.92,4.34,170.12,0,0,NORMAL,45.052,4.304,199.318,0.8,3.679880432840222,0.7023745439578531,30.231657579431623,-4.640000000000001,0.6699999999999999,-17.299999999999983,0.0,44.56,47.84,3.67,5.01,187.42,239.17,0.0,1.0,0,0.18558473047124924,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:09:00,35.91,4.98,271.12,2,0,NORMAL,43.502,4.595999999999999,218.186,0.8,5.563094462617007,0.5893470963702149,40.38369448180793,-4.010000000000005,0.6400000000000006,101.0,2.0,39.92,44.56,4.34,3.67,170.12,187.42,0.0,0.0,0,0.16806333445038146,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:10:00,42.32,3.77,286.94,0,0,NORMAL,42.11,4.354000000000001,230.954,0.6,4.530882916165423,0.6386156903803745,51.017710454311874,6.410000000000004,-1.2100000000000004,15.819999999999991,-2.0,35.91,39.92,4.98,4.34,271.12,170.12,2.0,0.0,0,0.16824513537137287,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:11:00,50.14,3.88,248.94,1,0,NORMAL,42.57,4.128,232.908,0.6,5.308144685292572,0.540897402471117,51.594888506517805,7.82,0.1099999999999998,-38.0,1.0,42.32,35.91,3.77,4.98,286.94,271.12,0.0,2.0,0,0.17409761306131316,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:12:00,46.28,3.65,204.27,1,0,NORMAL,42.914,4.124,236.278,0.8,5.520822402504888,0.5451880409546798,48.32784518266878,-3.86,-0.2299999999999999,-44.66999999999999,0.0,50.14,42.32,3.88,3.77,248.94,286.94,1.0,0.0,0,0.19117037240985302,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:13:00,37.53,3.39,159.59,0,0,NORMAL,42.43599999999999,3.934,234.17200000000005,0.8,5.932936035387517,0.6124785710537153,52.01998337177745,-8.75,-0.2599999999999998,-44.68000000000001,-1.0,46.28,50.14,3.65,3.88,204.27,248.94,1.0,1.0,0,0.18394287864416475,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:14:00,46.04,3.61,158.48,0,0,NORMAL,44.462,3.66,211.644,0.4,4.7611889271483605,0.1843908891458575,56.238076336233306,8.509999999999998,0.2199999999999997,-1.1100000000000136,0.0,37.53,46.28,3.39,3.65,159.59,204.27,0.0,1.0,0,0.1788548411672028,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:15:00,47.31,3.27,226.13,1,0,NORMAL,45.46,3.56,199.482,0.6,4.722779901710472,0.2376972864800934,40.16114502849745,1.2700000000000031,-0.3399999999999998,67.65,1.0,46.04,37.53,3.61,3.39,158.48,159.59,0.0,0.0,0,0.17196883040141042,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:16:00,39.7,4.02,220.92,1,0,NORMAL,43.372,3.588,193.878,0.6,4.43551237175593,0.2877846417027837,32.81821247417363,-7.609999999999999,0.7499999999999996,-5.210000000000008,0.0,47.31,46.04,3.27,3.61,226.13,158.48,1.0,0.0,0,0.1842904459619904,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:17:00,45.92,3.54,270.08,1,0,NORMAL,43.3,3.5660000000000003,207.04,0.6,4.379069535871736,0.2860594343838349,47.80350457863947,6.219999999999999,-0.4799999999999995,49.16,0.0,39.7,47.31,4.02,3.27,220.92,226.13,1.0,1.0,0,0.18662341580394243,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:18:00,45.35,4.14,232.52,1,0,NORMAL,44.864,3.716,221.626,0.8,2.974227630831275,0.3582317685521483,40.232670555159565,-0.5700000000000003,0.5999999999999996,-37.55999999999997,0.0,45.92,39.7,3.54,4.02,270.08,220.92,1.0,1.0,0,0.18383068188467755,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:19:00,38.14,3.07,124.85,1,0,NORMAL,43.284000000000006,3.608,214.9,1.0,4.084462020878625,0.463971981912701,53.91347837044095,-7.210000000000001,-1.0699999999999998,-107.67000000000002,0.0,45.35,45.92,4.14,3.54,232.52,270.08,1.0,1.0,0,0.17583163315673722,0.0,0,NORMAL,OK,No action needed
2025-01-01 03:20:00,47.15,4.2,252.6,0,0,NORMAL,43.252,3.794,220.194,0.8,4.045475250202364,0.4807078114613909,56.52808487822672,9.009999999999998,1.1300000000000003,127.75,-1.0,38.14,45.35,3.07,4.14,124.85,232.52,1.0,1.0,0,0.17492506387279866,0.0,0,NORMAL,OK,No action needed
